FECHA,DEPARTAMENTO,MUNICIPIO,ZONA,DÍA,HORA,EDAD,SEXO,MÓVIL AGRESOR,MÓVIL VÍCTIMA,ARMA O MEDIO UTILIZADO,CLASE DE EMPLEADO,ESTADO CIVIL,CLASE DE SITIO,VÍCTIMAS
1-Jan-14,VALLE,Palmira,URBANA,MIERCOLES,5:20,23,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,VALLE,El Dovio,RURAL,MIERCOLES,8:30,47,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,SOLTERO,FINCAS Y SIMILARES,1
1-Jan-14,HUILA,Isnos,URBANA,MIERCOLES,3:00,13,MASCULINO,A PIE,A PIE,ARMA BLANCA,ESTUDIANTE,SOLTERO,BILLARES,1
1-Jan-14,HUILA,Timaná,RURAL,MIERCOLES,2:00,38,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,AGRICULTOR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,HUILA,Pitalito,RURAL,MIERCOLES,4:30,31,MASCULINO,A PIE,A PIE,ARMA BLANCA,AGRICULTOR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,HUILA,Suaza,RURAL,MIERCOLES,8:30,29,MASCULINO,MOTO,A PIE,ARMA DE FUEGO,AGRICULTOR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,VALLE,Sevilla,URBANA,MIERCOLES,5:50,40,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,CESAR,Valledupar ,URBANA,MIERCOLES,11:30,23,MASCULINO,MOTO,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,CESAR,Valledupar ,URBANA,MIERCOLES,11:30,29,MASCULINO,MOTO,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,CÓRDOBA,Montería ,URBANA,MIERCOLES,6:50,48,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,HUILA,Colombia,RURAL,MIERCOLES,8:00,53,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,CASADO,VIAS PUBLICAS,1
1-Jan-14,HUILA,Acevedo,RURAL,MIERCOLES,16:00,40,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,INDEPENDIENTE,U-LIBRE,"BARES, CANTINAS Y SIMILARES",1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,MIERCOLES,8:00,26,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,MIERCOLES,7:10,30,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CAUCA,Balboa,URBANA,MIERCOLES,4:00,33,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CESAR,La Paz,URBANA,MIERCOLES,11:00,44,FEMENINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,VALLE,Cali ,URBANA,MIERCOLES,18:40,25,MASCULINO,A PIE,A PIE,ARMA BLANCA,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,VALLE,Cali ,URBANA,MIERCOLES,20:05,24,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,INDEPENDIENTE,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,MIERCOLES,10:30,23,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CESAR,San Martín,RURAL,MIERCOLES,12:30,45,MASCULINO,VEHICULO,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,FINCAS Y SIMILARES,1
1-Jan-14,CESAR,Chiriguaná,RURAL,MIERCOLES,1:10,19,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,U-LIBRE,CARRETERA,1
1-Jan-14,BOLÍVAR,Cartagena ,URBANA,MIERCOLES,20:40,16,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,BOLÍVAR,Cartagena ,URBANA,MIERCOLES,20:40,42,FEMENINO,A PIE,A PIE,ARMA DE FUEGO,AMA DE CASA,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,CESAR,San Alberto,URBANA,MIERCOLES,3:00,31,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,VALLE,Cali ,URBANA,MIERCOLES,20:45,21,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,DENTRO DE LA VIVIENDA,1
1-Jan-14,CESAR,Valledupar ,URBANA,MIERCOLES,5:16,20,MASCULINO,A PIE,NO REPORTA,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,MIERCOLES,23:00,38,MASCULINO,A PIE,A PIE,ARMA BLANCA,DELINCUENCIA,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,RISARALDA,Dosquebradas,URBANA,MIERCOLES,1:00,19,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,DESEMPLEADO,SOLTERO,CANCHA DE FUTBOL,1
1-Jan-14,VALLE,Tuluá,URBANA,MIERCOLES,18:35,42,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,SEPARADO,DENTRO DE LA VIVIENDA,1
1-Jan-14,VALLE,Tuluá,URBANA,MIERCOLES,16:48,17,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,SANTANDER,El Carmen de Chucurí,RURAL,MIERCOLES,5:30,64,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,INDEPENDIENTE,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,SANTANDER,El Peñón,RURAL,MIERCOLES,9:00,25,MASCULINO,A PIE,A PIE,ARMA BLANCA,AGRICULTOR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Medellín ,URBANA,MIERCOLES,11:30,29,MASCULINO,NO REPORTA,A PIE,ARMA DE FUEGO,INDEPENDIENTE,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Medellín ,URBANA,MIERCOLES,12:30,37,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,CASADO,VIAS PUBLICAS,1
1-Jan-14,VALLE,Sevilla,RURAL,MIERCOLES,17:20,33,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,AGRICULTOR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,VALLE,Alcalá,URBANA,MIERCOLES,20:00,30,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,SOLTERO,"BARES, CANTINAS Y SIMILARES",1
1-Jan-14,TOLIMA,Fresno,URBANA,MIERCOLES,16:30,42,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,SEPARADO,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Bello,URBANA,MIERCOLES,9:01,37,MASCULINO,NO REPORTA,A PIE,CONTUNDENTES,DESEMPLEADO,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Medellín ,URBANA,MIERCOLES,6:10,37,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,NORTE DE SANTANDER,Tibú,URBANA,MIERCOLES,4:20,9,MASCULINO,PASAJERO MOTO,A PIE,ARMA DE FUEGO,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Santa Rosa de Osos,URBANA,MIERCOLES,4:30,25,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,MIERCOLES,10:17,32,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,MIERCOLES,17:55,41,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,MIERCOLES,4:35,30,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,RURAL,MIERCOLES,2:35,38,MASCULINO,A PIE,A PIE,ARMA BLANCA,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,MIERCOLES,9:55,32,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Yolombó,RURAL,MIERCOLES,1:30,17,FEMENINO,TAXI,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Puerto Triunfo,RURAL,MIERCOLES,6:40,19,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Buriticá,RURAL,MIERCOLES,7:00,51,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,CASADO,FINCAS Y SIMILARES,1
1-Jan-14,ANTIOQUIA,Anorí,RURAL,MIERCOLES,9:00,37,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,U-LIBRE,FINCAS Y SIMILARES,1
1-Jan-14,ANTIOQUIA,Tarazá,RURAL,MIERCOLES,12:30,26,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,FINCAS Y SIMILARES,1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,MIERCOLES,22:30,63,MASCULINO,A PIE,NO REPORTA,ARMA BLANCA,PENSIONADO,CASADO,VIAS PUBLICAS,1
1-Jan-14,CAUCA,Popayán ,URBANA,MIERCOLES,5:00,21,MASCULINO,A PIE,A PIE,ARMA BLANCA,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Bello,URBANA,MIERCOLES,15:15,34,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CAQUETÁ,Florencia ,URBANA,MIERCOLES,2:20,22,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,SOLTERO,PUENTE PEATONAL,1
1-Jan-14,ANTIOQUIA,Medellín ,URBANA,MIERCOLES,6:11,29,FEMENINO,A PIE,A PIE,ARMA DE FUEGO,AMA DE CASA,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,RISARALDA,Marsella,URBANA,MIERCOLES,20:20,73,MASCULINO,A PIE,A PIE,ARMA BLANCA,COMERCIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Barbosa,URBANA,MIERCOLES,4:00,41,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,VALLE,Cali ,RURAL,MIERCOLES,9:10,42,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,COMERCIANTE,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Medellín ,URBANA,MIERCOLES,9:40,24,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,PUTUMAYO,Mocoa ,RURAL,MIERCOLES,6:00,29,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,SOLTERO,"BARES, CANTINAS Y SIMILARES",1
1-Jan-14,VALLE,Palmira,URBANA,MIERCOLES,6:40,25,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,SOLTERO,FRENTE A RESIDENCIAS - VIA PUBLICA,1
1-Jan-14,ANTIOQUIA,Caldas,URBANA,MIERCOLES,20:25,29,MASCULINO,A PIE,A PIE,ARMA BLANCA,EMPLEADO PARTICULAR,U-LIBRE,LOCAL COMERCIAL,1
1-Jan-14,ATLÁNTICO,Barranquilla ,RURAL,MIERCOLES,20:17,28,MASCULINO,PASAJERO MOTO,A PIE,ARMA DE FUEGO,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ATLÁNTICO,Barranquilla ,RURAL,MIERCOLES,20:17,32,MASCULINO,PASAJERO MOTO,A PIE,ARMA DE FUEGO,DESEMPLEADO,CASADO,VIAS PUBLICAS,1
1-Jan-14,VALLE,Buenaventura,RURAL,MIERCOLES,11:00,48,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,RIOS,1
1-Jan-14,VALLE,Cali ,URBANA,MIERCOLES,6:30,25,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,DESEMPLEADO,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-14,VALLE,Cali ,URBANA,MIERCOLES,20:10,57,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,PUTUMAYO,San Miguel,RURAL,MIERCOLES,2:00,18,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,VALLE,Cali ,URBANA,MIERCOLES,12:30,24,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,DESEMPLEADO,SOLTERO,FRENTE A RESIDENCIAS - VIA PUBLICA,1
1-Jan-14,NARIÑO,San Andres de Tumaco,URBANA,MIERCOLES,18:20,35,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,NO REPORTA,NO REPORTA,VIAS PUBLICAS,1
1-Jan-14,ATLÁNTICO,Soledad,URBANA,MIERCOLES,15:10,29,MASCULINO,NO REPORTA,NO REPORTA,ARMA DE FUEGO,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Puerto Berrío,URBANA,MIERCOLES,16:42,69,MASCULINO,A PIE,A PIE,CONTUNDENTES,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ATLÁNTICO,Barranquilla ,URBANA,MIERCOLES,0:05,25,MASCULINO,A PIE,BICICLETA,ARMA BLANCA,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,HUILA,Hobo,URBANA,MIERCOLES,23:00,40,MASCULINO,A PIE,A PIE,ARMA BLANCA,AGRICULTOR,SOLTERO,"BARES, CANTINAS Y SIMILARES",1
1-Jan-14,ATLÁNTICO,Barranquilla ,URBANA,MIERCOLES,1:04,20,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ATLÁNTICO,Soledad,URBANA,MIERCOLES,5:00,23,MASCULINO,A PIE,A PIE,ARMA BLANCA,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ATLÁNTICO,Barranquilla ,URBANA,MIERCOLES,6:30,58,FEMENINO,A PIE,A PIE,ARMA BLANCA,AMA DE CASA,CASADO,VIAS PUBLICAS,1
1-Jan-14,PUTUMAYO,Puerto Caicedo,RURAL,MIERCOLES,19:40,45,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,AGRICULTOR,U-LIBRE,"BARES, CANTINAS Y SIMILARES",1
1-Jan-14,CUNDINAMARCA,Pandi,RURAL,MIERCOLES,4:00,29,MASCULINO,A PIE,A PIE,CONTUNDENTES,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CUNDINAMARCA,Soacha,URBANA,MIERCOLES,8:00,32,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CUNDINAMARCA,Soacha,URBANA,MIERCOLES,8:05,30,MASCULINO,A PIE,A PIE,CONTUNDENTES,EMPLEADO PARTICULAR,U-LIBRE,NO DEFINIDO,1
1-Jan-14,CUNDINAMARCA,Guaduas,RURAL,MIERCOLES,11:25,32,FEMENINO,A PIE,A PIE,ARMA DE FUEGO,AMA DE CASA,U-LIBRE,VIAS PUBLICAS,1
1-Jan-14,ATLÁNTICO,Barranquilla ,URBANA,MIERCOLES,1:30,19,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,ANTIOQUIA,Santa Rosa de Osos,URBANA,MIERCOLES,1:45,19,MASCULINO,A PIE,A PIE,ARMA BLANCA,ESTUDIANTE,SOLTERO,PARQUES,1
1-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,MIERCOLES,12:30,27,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-14,CUNDINAMARCA,Funza,URBANA,MIERCOLES,0:00,25,MASCULINO,A PIE,A PIE,ARMA BLANCA,DESEMPLEADO,U-LIBRE,LOTE BALDIO,1
1-Jan-14,CAQUETÁ,San Vicente del Caguán,URBANA,MIERCOLES,2:16,32,MASCULINO,A PIE,A PIE,ARMA BLANCA,AGRICULTOR,SOLTERO,PUENTE PEATONAL,1
1-Jan-14,CHOCÓ,Acandí,RURAL,MIERCOLES,5:30,35,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,FINCAS Y SIMILARES,1
1-Jan-14,CAQUETÁ,Florencia ,RURAL,MIERCOLES,11:00,31,FEMENINO,A PIE,A PIE,CUERDA/SOGA/CADENA,INDEPENDIENTE,SOLTERO,CARRETERA,1
1-Jan-14,CAUCA,Santander de Quilichao,RURAL,MIERCOLES,17:00,39,MASCULINO,A PIE,A PIE,CONTUNDENTES,AGRICULTOR,U-LIBRE,CARRETERA,1
1-Jan-14,CAUCA,Patía,RURAL,MIERCOLES,7:30,59,MASCULINO,A PIE,A PIE,CONTUNDENTES,AGRICULTOR,SOLTERO,CARRETERA,1
2-Jan-14,QUINDÍO,Armenia ,URBANA,JUEVES,2:56,55,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,INDEPENDIENTE,SOLTERO,FRENTE A RESIDENCIAS - VIA PUBLICA,1
2-Jan-14,VALLE,Cali ,URBANA,JUEVES,15:15,30,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,DIVORCIADO,VIAS PUBLICAS,1
2-Jan-14,VALLE,Cali ,URBANA,JUEVES,19:45,18,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
2-Jan-14,VALLE,Cali ,RURAL,JUEVES,20:30,22,MASCULINO,PASAJERO MOTO,A PIE,ARMA DE FUEGO,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
2-Jan-14,ANTIOQUIA,Nechí,RURAL,JUEVES,14:45,32,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,U-LIBRE,FINCAS Y SIMILARES,1
2-Jan-14,BOYACÁ,Quípama,RURAL,JUEVES,17:00,30,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,INDEPENDIENTE,U-LIBRE,VIAS PUBLICAS,1
2-Jan-14,BOLÍVAR,Margarita,RURAL,JUEVES,1:20,36,MASCULINO,A PIE,NO REPORTA,ARMA DE FUEGO,INDEPENDIENTE,U-LIBRE,CASAS DE HABITACION,1
2-Jan-14,VALLE,Buenaventura,URBANA,JUEVES,3:00,23,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
2-Jan-14,VALLE,La Unión,URBANA,JUEVES,21:55,28,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,EMPLEADO PARTICULAR,SOLTERO,PANADERIAS,1
2-Jan-14,ANTIOQUIA,Medellín ,URBANA,JUEVES,19:10,32,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,INDEPENDIENTE,U-LIBRE,VIAS PUBLICAS,1
2-Jan-14,ANTIOQUIA,Medellín ,URBANA,JUEVES,2:00,40,MASCULINO,A PIE,A PIE,ARMA DE FUEGO,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
2-Jan-14,ANTIOQUIA,Medellín ,URBANA,JUEVES,10:26,33,MASCULINO,PASAJERO MOTO,VEHICULO,ARMA DE FUEGO,INDEPENDIENTE,U-LIBRE,INTERIOR VEHICULO PARTICULAR,1
2-Jan-14,CUNDINAMARCA,Bogotá D.C. ,URBANA,JUEVES,2:11,24,MASCULINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,U-LIBRE,VIAS PUBLICAS,1
