FECHA,DELITO,DEPARTAMENTO,MUNICIPIO,ZONA,DÍA,HORA,MODALIDAD,SEXO,MÓVIL AGRESOR,MÓVIL VÍCTIMA,ARMA O MEDIO UTILIZADO,CLASE DE EMPLEADO,ESTADO CIVIL,CLASE DE SITIO,VÍCTIMAS
1-Jan-13,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,AMAZONAS,Leticia ,URBANA,MARTES,17:40,NO REPORTADA,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,FRENTE EMPRESA - VIA PUBLICA,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,ATLÁNTICO,Barranquilla ,URBANA,MARTES,20:00,ENGAÑO,FEMENINO,A PIE,A PIE,CONTUNDENTES,INDEPENDIENTE,SOLTERO,CASAS DE HABITACION,2
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,MAGDALENA,Santa Marta ,URBANA,MARTES,18:45,AGRESION,FEMENINO,VEHICULO,VEHICULO,CONTUNDENTES,DESEMPLEADO,SOLTERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VICHADA,Puerto Carreño ,URBANA,MARTES,7:30,AMENAZA/CHANTAJE,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,CUNDINAMARCA,Bogotá D.C. ,URBANA,MARTES,23:30,AGRESION,FEMENINO,A PIE,A PIE,CONTUNDENTES,INDEPENDIENTE,CASADO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ATLÁNTICO,Barranquilla ,URBANA,MARTES,3:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,El Cerrito,RURAL,MARTES,3:59,ENGAÑO,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,META,Villavicencio ,URBANA,MARTES,14:00,AGRESION,FEMENINO,A PIE,A PIE,ARMA BLANCA,ESTUDIANTE,SOLTERO,POTREROS,1
1-Jan-13,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,BOLÍVAR,Villanueva,URBANA,MARTES,2:30,NO REPORTADA,FEMENINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,U-LIBRE,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,VALLE,Cali ,URBANA,MARTES,15:00,EMPLEO DE SUSTANCIAS TOXICAS,FEMENINO,A PIE,A PIE,ESCOPOLAMINA,INDEPENDIENTE,U-LIBRE,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VALLE,Yumbo,URBANA,MARTES,7:30,NO REPORTADA,FEMENINO,A PIE,A PIE,LICOR ADULTERADO,EMPLEADO PARTICULAR,SOLTERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,CUNDINAMARCA,Girardot,URBANA,MARTES,12:30,ENGAÑO,MASCULINO,NO REPORTA,NO REPORTA,CONTUNDENTES,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,SANTANDER,Barrancabermeja,RURAL,MARTES,7:00,AGRESION,FEMENINO,MOTO,A PIE,CONTUNDENTES,EMPLEADO PARTICULAR,SOLTERO,CARRETERA,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,BOLÍVAR,Magangué,URBANA,MARTES,1:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,BOLÍVAR,Magangué,URBANA,MARTES,21:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,3
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,BOYACÁ,Puerto Boyacá,URBANA,MARTES,0:00,EMPLEO DE SUSTANCIAS TOXICAS,FEMENINO,A PIE,A PIE,ESCOPOLAMINA,EMPLEADO PARTICULAR,SOLTERO,"BARES, CANTINAS Y SIMILARES",1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,SANTANDER,Barrancabermeja,URBANA,MARTES,23:29,AGRESION,FEMENINO,MOTO,A PIE,CONTUNDENTES,EMPLEADO PARTICULAR,SOLTERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,MAGDALENA,El Banco,URBANA,MARTES,13:50,ENGAÑO,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,PUTUMAYO,Puerto Asís,URBANA,MARTES,19:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,SANTANDER,Girón,URBANA,MARTES,4:30,NO REPORTADA,FEMENINO,A PIE,A PIE,CONTUNDENTES,AMA DE CASA,VIUDO,FRENTE A RESIDENCIAS - VIA PUBLICA,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,CUNDINAMARCA,Bogotá D.C. ,URBANA,MARTES,20:13,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ARAUCA,Arauca ,URBANA,MARTES,0:00,NO REPORTADA,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Palmira,URBANA,MARTES,1:30,AMENAZA/CHANTAJE,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,CAUCA,Bolívar,RURAL,MARTES,10:17,EMPLEO DE SUSTANCIAS TOXICAS,FEMENINO,A PIE,A PIE,ARMA BLANCA,ESTUDIANTE,SOLTERO,DISCOTECAS,1
1-Jan-13,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,RISARALDA,Pereira ,URBANA,MARTES,2:00,EMPLEO DE SUSTANCIAS TOXICAS,FEMENINO,A PIE,A PIE,ARMA BLANCA,DESEMPLEADO,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,NORTE DE SANTANDER,Cúcuta ,URBANA,MARTES,7:00,ENGAÑO,MASCULINO,NO REPORTA,NO REPORTA,NO REPORTADO,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,HUILA,Garzón,RURAL,MARTES,15:00,AGRESION,FEMENINO,A PIE,A PIE,CONTUNDENTES,AMA DE CASA,SOLTERO,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,RISARALDA,Dosquebradas,URBANA,MARTES,6:00,AGRESION,FEMENINO,A PIE,A PIE,CONTUNDENTES,AMA DE CASA,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,CUNDINAMARCA,Bogotá D.C. ,URBANA,MARTES,5:00,AGRESION,MASCULINO,A PIE,A PIE,CONTUNDENTES,EMPLEADO PARTICULAR,SEPARADO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,CUNDINAMARCA,Bogotá D.C. ,URBANA,MARTES,15:45,EMPLEO DE SUSTANCIAS TOXICAS,FEMENINO,A PIE,A PIE,ESCOPOLAMINA,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,SUCRE,San Marcos,URBANA,MARTES,14:00,INTIMIDACION FISICA,MASCULINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,BOLÍVAR,María La Baja,URBANA,MARTES,0:00,AGRESION,FEMENINO,A PIE,A PIE,CONTUNDENTES,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,ANTIOQUIA,Arboletes,RURAL,MARTES,20:00,EMPLEO DE SUSTANCIAS TOXICAS,FEMENINO,A PIE,A PIE,NO REPORTADO,EDUCADOR,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,CAUCA,Bolívar,RURAL,MARTES,10:17,ENGAÑO,FEMENINO,A PIE,A PIE,ESCOPOLAMINA,ESTUDIANTE,SOLTERO,"BARES, CANTINAS Y SIMILARES",1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,ANTIOQUIA,Chigorodó,URBANA,MARTES,8:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),CUNDINAMARCA,Bogotá D.C. ,URBANA,MARTES,20:13,NO REPORTA,FEMENINO,A PIE,A PIE,NO REPORTA,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,SANTANDER,Floridablanca,URBANA,MARTES,7:00,ENGAÑO,MASCULINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,CUNDINAMARCA,Bogotá D.C. ,URBANA,MARTES,18:20,NO REPORTA,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,ANTIOQUIA,Turbo,RURAL,MARTES,22:00,AGRESION,FEMENINO,A PIE,A PIE,CONTUNDENTES,AMA DE CASA,CASADO,FINCAS Y SIMILARES,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ATLÁNTICO,Soledad,URBANA,MARTES,0:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,INDEPENDIENTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,ATLÁNTICO,Soledad,URBANA,MARTES,0:00,ENGAÑO,MASCULINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,2
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,MAGDALENA,Zona Bananera,URBANA,MARTES,12:30,ENGAÑO,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,NO REPORTA,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,MAGDALENA,El Banco,RURAL,MARTES,2:00,INTIMIDACION FISICA,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,BOYACÁ,Soatá,URBANA,MARTES,0:00,ENGAÑO,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,PUTUMAYO,Puerto Asís,URBANA,MARTES,11:00,INTIMIDACION FISICA,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,INDEPENDIENTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,CALDAS,Riosucio,URBANA,MARTES,15:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,Pitalito,URBANA,MARTES,0:00,NO REPORTADA,MASCULINO,A PIE,A PIE,NO REPORTADO,DESEMPLEADO,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,RISARALDA,Dosquebradas,URBANA,MARTES,7:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,VALLE,Alcalá,URBANA,MARTES,8:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,HUILA,Garzón,URBANA,MARTES,1:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VALLE,Cali ,URBANA,MARTES,3:30,AGRESION,FEMENINO,A PIE,A PIE,ARMA BLANCA,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,Pitalito,URBANA,MARTES,0:00,INTIMIDACION FISICA,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,BOYACÁ,Guateque,URBANA,MARTES,15:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,TOLIMA,Melgar,URBANA,MARTES,18:00,NO REPORTA,FEMENINO,A PIE,A PIE,NO REPORTA,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,Pitalito,URBANA,MARTES,0:00,POR EL PADRASTRO,MASCULINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,PUTUMAYO,Puerto Asís,URBANA,MARTES,14:00,EMPLEO DE SUSTANCIAS TOXICAS,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,NARIÑO,Ipiales,URBANA,MARTES,12:30,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,NO REPORTA,NO REPORTA,NO DEFINIDO,1
1-Jan-13,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,TOLIMA,Palocabildo,URBANA,MARTES,16:00,EMPLEO DE SUSTANCIAS TOXICAS,FEMENINO,A PIE,A PIE,NO REPORTA,DESEMPLEADO,SOLTERO,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VALLE,Guadalajara de Buga,URBANA,MARTES,23:00,ENGAÑO,FEMENINO,A PIE,A PIE,CONTUNDENTES,EMPLEADO PARTICULAR,U-LIBRE,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Guadalajara de Buga,URBANA,MARTES,0:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,CUNDINAMARCA,Bogotá D.C. ,URBANA,MARTES,10:00,NO REPORTADA,MASCULINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),CUNDINAMARCA,Bogotá D.C. ,URBANA,MARTES,10:00,NO REPORTA,FEMENINO,A PIE,A PIE,NO REPORTA,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,CUNDINAMARCA,Bogotá D.C. ,URBANA,MARTES,10:00,NO REPORTA,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,CAQUETÁ,San Vicente del Caguán,RURAL,MARTES,10:00,AMENAZA/CHANTAJE,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,RIOS,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,Neiva ,URBANA,MARTES,0:00,ENGAÑO,MASCULINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,PUTUMAYO,Villagarzón,RURAL,MARTES,11:00,AMENAZA/CHANTAJE,FEMENINO,A PIE,A PIE,CONTUNDENTES,ETNIA INDIGENA,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,CAUCA,El Tambo,URBANA,MARTES,1:30,AGRESION,FEMENINO,A PIE,A PIE,NO REPORTADO,AMA DE CASA,SOLTERO,NO DEFINIDO,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,CAUCA,Santander de Quilichao,RURAL,MARTES,0:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,ANTIOQUIA,Apartadó,RURAL,MARTES,19:00,EMPLEO DE SUSTANCIAS TOXICAS,MASCULINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,FINCAS Y SIMILARES,1
1-Jan-13,ARTÍCULO 210 A. ACOSO SEXUAL,CUNDINAMARCA,Bogotá D.C. ,URBANA,MARTES,20:00,NO REPORTA,FEMENINO,NO REPORTA,NO REPORTA,NO REPORTA,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,Neiva ,URBANA,MARTES,8:00,AMENAZA/CHANTAJE,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,DESEMPLEADO,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,HUILA,Pital,URBANA,MARTES,0:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,CHOCÓ,Acandí,URBANA,MARTES,19:00,POR EL PADRE,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 210 A. ACOSO SEXUAL,CÓRDOBA,Montería ,URBANA,MARTES,14:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,FRENTE A RESIDENCIAS - VIA PUBLICA,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,CAUCA,Santander de Quilichao,RURAL,MARTES,2:00,ENGAÑO,FEMENINO,A PIE,A PIE,CONTUNDENTES,AMA DE CASA,SOLTERO,VEHICULO,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,La Victoria,URBANA,MARTES,8:00,ENGAÑO,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,PARQUES,1
1-Jan-13,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,PUTUMAYO,Villagarzón,RURAL,MARTES,12:00,NO REPORTA,FEMENINO,A PIE,A PIE,NO REPORTA,EMPLEADO PARTICULAR,U-LIBRE,FINCAS Y SIMILARES,1
1-Jan-13,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Cartago,URBANA,MARTES,8:00,ENGAÑO,MASCULINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,NARIÑO,Túquerres,URBANA,MARTES,13:00,INTIMIDACION FISICA,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,NO REPORTA,NO REPORTA,NO DEFINIDO,1
1-Jan-13,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,BOYACÁ,Chíquiza,RURAL,MARTES,10:00,NO REPORTADA,FEMENINO,A PIE,A PIE,SIN EMPLEO DE ARMAS,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-13,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),TOLIMA,Coyaima,URBANA,MARTES,8:00,NO REPORTA,FEMENINO,NO REPORTA,NO REPORTA,NO REPORTA,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
