FECHA,DELITO,DEPARTAMENTO,MUNICIPIO,ZONA,DÍA,HORA,MODALIDAD,SEXO,MÓVIL AGRESOR,MÓVIL VÍCTIMA,ARMA O MEDIO UTILIZADO,CLASE DE EMPLEADO,ESTADO CIVIL,CLASE DE SITIO,VÍCTIMAS
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Cali ,URBANA,DOMINGO,15:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,DESEMPLEADO,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Cali ,URBANA,DOMINGO,0:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,INDEPENDIENTE,CASADO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 210 A. ACOSO SEXUAL,VALLE,Tuluá,URBANA,DOMINGO,14:00,NO REPORTADA,FEMENINO,NO REPORTA,NO REPORTA,NO REPORTA,INDEPENDIENTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,VALLE,La Unión,URBANA,DOMINGO,15:00,NO REPORTADA,FEMENINO,NO REPORTA,NO REPORTA,NO REPORTADO,INDEPENDIENTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,SANTANDER,Barrancabermeja,URBANA,DOMINGO,8:00,AGRESION,FEMENINO,A PIE,A PIE,NO REPORTADO,EMPLEADO PARTICULAR,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,SANTANDER,Barrancabermeja,URBANA,DOMINGO,1:00,ENGAÑO,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,HUILA,Teruel,URBANA,DOMINGO,6:30,NO REPORTADA,FEMENINO,NO REPORTA,NO REPORTA,NO REPORTA,AMA DE CASA,U-LIBRE,CASAS DE HABITACION,2
1-Jan-12,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,BOLÍVAR,Calamar,URBANA,DOMINGO,0:00,EMPLEO DE SUSTANCIAS TOXICAS,FEMENINO,A PIE,A PIE,NO REPORTA,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,AMAZONAS,Leticia ,URBANA,DOMINGO,5:30,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,CUNDINAMARCA,Bogotá D.C. ,URBANA,DOMINGO,0:00,ENGAÑO,MASCULINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,META,Granada,RURAL,DOMINGO,17:00,NO REPORTADA,FEMENINO,A PIE,A PIE,CONTUNDENTES,NO REPORTA,SOLTERO,FINCAS Y SIMILARES,1
1-Jan-12,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,CUNDINAMARCA,Bogotá D.C. ,URBANA,DOMINGO,19:00,NO REPORTA,FEMENINO,A PIE,A PIE,NO REPORTA,EMPLEADO PARTICULAR,SOLTERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",1
1-Jan-12,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,CUNDINAMARCA,Bogotá D.C. ,URBANA,DOMINGO,4:00,NO REPORTA,FEMENINO,A PIE,A PIE,NO REPORTA,EMPLEADO PARTICULAR,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,CUNDINAMARCA,Bogotá D.C. ,URBANA,DOMINGO,9:30,AGRESION,FEMENINO,TAXI,A PIE,NO REPORTA,EDUCADOR,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,BOLÍVAR,San Pablo,URBANA,DOMINGO,0:00,EMPLEO DE SUSTANCIAS TOXICAS,FEMENINO,A PIE,A PIE,CONTUNDENTES,EMPLEADO PARTICULAR,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,CUNDINAMARCA,Bogotá D.C. ,URBANA,DOMINGO,4:30,NO REPORTA,MASCULINO,A PIE,A PIE,NO REPORTA,DESEMPLEADO,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,SANTANDER,San Vicente de Chucurí,RURAL,DOMINGO,0:00,ENGAÑO,MASCULINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,FINCAS Y SIMILARES,1
1-Jan-12,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,CUNDINAMARCA,Bogotá D.C. ,URBANA,DOMINGO,2:00,AGRESION,FEMENINO,TAXI,A PIE,CONTUNDENTES,EMPLEADO PARTICULAR,SOLTERO,POTREROS,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Guadalajara de Buga,URBANA,DOMINGO,11:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Guadalajara de Buga,URBANA,DOMINGO,14:30,NO REPORTADA,MASCULINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,BOYACÁ,Firavitoba,URBANA,DOMINGO,0:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 210 A. ACOSO SEXUAL,CESAR,Valledupar ,URBANA,DOMINGO,7:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,VALLE,La Unión,URBANA,DOMINGO,10:00,NO REPORTA,FEMENINO,NO REPORTA,NO REPORTA,NO REPORTA,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 210 A. ACOSO SEXUAL,SUCRE,Sincelejo ,URBANA,DOMINGO,10:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,Timaná,URBANA,DOMINGO,0:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,NORTE DE SANTANDER,Tibú,URBANA,DOMINGO,0:00,NO REPORTADA,MASCULINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,NORTE DE SANTANDER,Tibú,URBANA,DOMINGO,0:00,AMENAZA/CHANTAJE,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,3
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,Pitalito,URBANA,DOMINGO,0:00,ENGAÑO,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,VALLE,Buenaventura,URBANA,DOMINGO,0:00,INTIMIDACION FISICA,FEMENINO,A PIE,A PIE,ARMA BLANCA,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-12,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,HUILA,La Plata,URBANA,DOMINGO,8:00,ENGAÑO,FEMENINO,A PIE,A PIE,NO REPORTADO,INDEPENDIENTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,HUILA,La Plata,URBANA,DOMINGO,0:00,NO REPORTA,FEMENINO,NO REPORTA,NO REPORTA,NO REPORTA,NO REPORTA,SOLTERO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,CHOCÓ,Acandí,URBANA,DOMINGO,12:00,ENGAÑO,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,NORTE DE SANTANDER,Cúcuta ,URBANA,DOMINGO,18:00,NO REPORTADA,FEMENINO,VEHICULO,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,CALDAS,Manizales ,URBANA,DOMINGO,14:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,NO REPORTA,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,NORTE DE SANTANDER,Ocaña,URBANA,DOMINGO,8:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,INDEPENDIENTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,Pitalito,URBANA,DOMINGO,8:00,POR EL PADRASTRO,FEMENINO,A PIE,A PIE,NO REPORTADO,INDEPENDIENTE,SOLTERO,VIAS PUBLICAS,2
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,La Plata,URBANA,DOMINGO,0:00,ENGAÑO,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,META,Fuente de Oro,URBANA,DOMINGO,9:30,NO REPORTA,FEMENINO,A PIE,A PIE,NO REPORTA,INDEPENDIENTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,SANTANDER,Socorro,URBANA,DOMINGO,0:00,AGRESION,MASCULINO,A PIE,A PIE,CONTUNDENTES,DESEMPLEADO,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,VALLE,Ulloa,RURAL,DOMINGO,8:00,ENGAÑO,MASCULINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,FINCAS Y SIMILARES,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,La Plata,RURAL,DOMINGO,0:00,POR EL PADRASTRO,FEMENINO,A PIE,A PIE,ARMA BLANCA,AMA DE CASA,U-LIBRE,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,La Plata,RURAL,DOMINGO,0:00,POR EL PADRASTRO,FEMENINO,A PIE,A PIE,ARMA BLANCA,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,BOYACÁ,Tunja ,URBANA,DOMINGO,8:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,CALDAS,Manizales ,URBANA,DOMINGO,15:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,HUILA,Pitalito,URBANA,DOMINGO,8:00,ENGAÑO,FEMENINO,A PIE,A PIE,NO REPORTADO,INDEPENDIENTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Cali ,URBANA,DOMINGO,14:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,INDEPENDIENTE,CASADO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,CALDAS,Manizales ,URBANA,DOMINGO,14:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,DESEMPLEADO,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,CALDAS,Supía,URBANA,DOMINGO,15:00,ENGAÑO,MASCULINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 210 A. ACOSO SEXUAL,CUNDINAMARCA,Bogotá D.C. ,URBANA,DOMINGO,0:00,NO REPORTA,MASCULINO,A PIE,A PIE,NO REPORTA,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Alcalá,URBANA,DOMINGO,8:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-12,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,VALLE,Yumbo,URBANA,DOMINGO,1:00,AGRESION,FEMENINO,A PIE,A PIE,NO REPORTADO,INDEPENDIENTE,CASADO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Cartago,URBANA,DOMINGO,8:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
1-Jan-12,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,BOLÍVAR,Magangué,URBANA,DOMINGO,0:00,POR EL PADRASTRO,FEMENINO,A PIE,A PIE,CONTUNDENTES,ESTUDIANTE,SOLTERO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,VALLE,Alcalá,URBANA,DOMINGO,8:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,EMPLEADO PARTICULAR,SOLTERO,VIAS PUBLICAS,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,BOYACÁ,Tenza,URBANA,DOMINGO,9:00,ENGAÑO,FEMENINO,A PIE,A PIE,NO REPORTADO,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,HUILA,Suaza,URBANA,DOMINGO,8:00,NO REPORTADA,FEMENINO,A PIE,A PIE,NO REPORTADO,INDEPENDIENTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,PUTUMAYO,Puerto Asís,URBANA,DOMINGO,8:00,NO REPORTA,MASCULINO,NO REPORTA,NO REPORTA,NO REPORTA,ESTUDIANTE,SOLTERO,CASAS DE HABITACION,1
1-Jan-12,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,VALLE,Buenaventura,RURAL,DOMINGO,18:00,INTIMIDACION FISICA,FEMENINO,A PIE,A PIE,NO REPORTA,ESTUDIANTE,SOLTERO,DENTRO DE LA VIVIENDA,1
